Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Shares Outstanding,Market Cap,exchange_portion
1990-10-01 00:00:00-04:00,0.2083324633662062,0.225987396095066,0.1853804709389805,0.1977391690015792,1007865600,0.0,0.0,14681140000,2903036423.5958443,0.06865036366385717
1990-10-08 00:00:00-04:00,0.203035415243615,0.2065670478730143,0.1800842347537924,0.1995045840740203,764646400,0.0,0.0,14681140000,2928954729.432462,0.052083584789737035
1990-10-15 00:00:00-04:00,0.2012699530591032,0.2242219165644802,0.1712563174768658,0.2215737998485565,2064048000,0.0,0.0,14681140000,3252955975.9086366,0.14059180690327863
1990-10-22 00:00:00-04:00,0.2224565584900802,0.2224565584900802,0.2092151471873627,0.2118632644414901,849273600,0.0,0.0,14681140000,3110394246.1225376,0.057847932789960456
1990-10-29 00:00:00-05:00,0.2136287035456189,0.2286363207884112,0.2039189240253278,0.2242219746112823,609548800,0.0,0.0,14681140000,3291834200.344681,0.041519173579163474
1990-11-05 00:00:00-05:00,0.2277526941335599,0.2524700787918196,0.2259872912545973,0.250704675912857,969696000,0.0,0.0,14681140000,3680630445.7312818,0.06605045657217355
1990-11-12 00:00:00-05:00,0.2507048274718703,0.2630635272722258,0.2454085920609055,0.2480567097663879,822528000,0.001071,0.0,14681140000,3641755284.019708,0.05602616690529482
1990-11-19 00:00:00-05:00,0.2515428905351862,0.2621715743019139,0.2462289507213294,0.2577432990074157,553952000,0.0,0.0,14681140000,3783965456.789731,0.037732219705009284
1990-11-26 00:00:00-05:00,0.2550863549061302,0.2728003093174526,0.2550863549061302,0.2604002952575683,669166400,0.0,0.0,14681140000,3822973190.717696,0.045580002642846534
1990-12-03 00:00:00-05:00,0.2639428416571674,0.3029141763534679,0.2621715130324098,0.3011428713798523,1397849600,0.0,0.0,14681140000,4421120654.729605,0.0952139683975495
1990-12-10 00:00:00-05:00,0.2993715883102566,0.3011429172045561,0.2763428936156309,0.2825433015823364,1088628800,0.0,0.0,14681140000,4148057766.5925026,0.0741515168440598
1990-12-17 00:00:00-05:00,0.2763429429430956,0.3206290586454504,0.2763429429430956,0.318857729434967,1239963200,0.0,0.0,14681140000,4681194965.916871,0.0844595991864392
1990-12-24 00:00:00-05:00,0.3170864108110427,0.318857716297395,0.3029142640375117,0.3046863973140716,323377600,0.0,0.0,14681140000,4473143655.063509,0.022026736343362982
1990-12-31 00:00:00-05:00,0.3046864521447169,0.3135430284725841,0.2976003774827583,0.3064577579498291,490963200,0.0,0.0,14681140000,4499149248.547554,0.033441762696902286
1991-01-07 00:00:00-05:00,0.30468639971475,0.3348003670561711,0.3011429609239185,0.3330290615558624,1739729600,0.0,0.0,14681140000,4889246276.770234,0.11850098834286711
1991-01-14 00:00:00-05:00,0.325942936759276,0.3737716544508495,0.325942936759276,0.3560577034950256,2328446400,0.0,0.0,14681140000,5227332993.08896,0.1586011985445272
1991-01-21 00:00:00-05:00,0.3525142776166248,0.3799720756572366,0.3525142776166248,0.379086434841156,1454040000,0.0,0.0,14681140000,5565421022.003889,0.09904135509912718
1991-01-28 00:00:00-05:00,0.3773143461474595,0.4100860875437523,0.3702291005297177,0.3950291275978088,1512952000,0.0,0.0,14681140000,5799477926.341294,0.10305412250002384
1991-02-04 00:00:00-05:00,0.3950290140251855,0.4269142775438613,0.387942942654511,0.4242573082447052,1680257600,0.0,0.0,14681140000,6228580938.363671,0.11445007676515584
